Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,url,name,description,price,currency,terms,section,season,material,origin,revenue,Price Category,Demand Score,Promotion Flag,PC1,PC2,PCA_Cluster,Cluster Name
113143,aisle,yes,clothing,yes,1696,zara,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html,herringbone textured jacket,jacket made of wool blend fabric. lapel collar and long sleeves. welt pockets at hip. front zip closure.,22.99,USD,jackets,woman,winter,wool,china,38991.04,cheap,98,1,-0.9758437773030912,2.0676322944813674,1,"Promotion Hits (Low Price, High Volume)"
140028,aisle,yes,clothing,no,1538,zara,https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html,oversized cropped jacket limited edition,oversized cropped jacket. notched lapel collar and long sleeves with buttoned cuffs. flap pockets at waist ad interior pocket. front button closure.,15.95,USD,jackets,woman,autumn,polyester,portugal,24531.1,cheap,91,1,-1.6184156975573998,1.3834205307906753,1,"Promotion Hits (Low Price, High Volume)"
134693,aisle,no,clothing,yes,822,zara,https://www.zara.com/us/en/leather-biker-jacket-p05833412.html,leather biker jacket,jacket with lapel collar and snap button details. long sleeves with zip cuffs. front zip pockets and interior pocket. asymmetric front closure with metal zipper.,49.99,USD,jackets,man,autumn,cotton,portugal,41091.78,premium,19,0,0.3132781099618485,-1.0996408216754334,0,"Basic Products (Low Price, No Promo)"
151396,front of store,no,clothing,no,840,zara,https://www.zara.com/us/en/cropped-leather-jacket-p02521104.html,cropped leather jacket,leather jacket. cropped length. lapel collar and long sleeves. front hidden in-seam pockets. front zip closure.,69.99,USD,jackets,woman,autumn,viscose,bangladesh,58791.6,premium,23,0,1.5094514555031318,-0.8466693187029304,2,"Premium Products (High Price, High Revenue)"
132889,aisle,yes,clothing,yes,1569,zara,https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html,faux leather boxy fit jacket,boxy fit jacket. lapel collar and long sleeves with buttoned cuffs. welt pockets at hip. front button closure.,28.99,USD,jackets,woman,spring,polyester,china,45485.31,medium,93,1,-0.5761397894569519,1.6448669936816296,1,"Promotion Hits (Low Price, High Volume)"
152174,end-cap,no,clothing,yes,952,zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,faux leather jacket,jacket made of faux leather fabric. lapel collar with snap button details. long sleeves with zip cuffs. front zip pockets at chest and hip. interior pocket. asymmetric front closure with metal zipper.,29.99,USD,jackets,woman,spring,wool blend,india,28550.48,medium,45,0,-0.7921194631803438,-0.7303416150896521,0,"Basic Products (Low Price, No Promo)"
129906,aisle,no,clothing,yes,915,zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,faux suede bomber jacket,jacket made of faux suede fabric. ribbed elastic high collar and long sleeve. welt pockets at hip. rib trim. front zip closure.,29.99,USD,jackets,woman,autumn,cotton,portugal,27440.85,medium,39,0,-0.7899993800872844,-0.8219678745324005,0,"Basic Products (Low Price, No Promo)"
195879,front of store,yes,clothing,yes,1522,zara,https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html,denim bomber jacket,jacket made of denim fabric with padded interior. rib elastic collar and long sleeves. welt pockets at hip and interior pocket. elastic hem. all-over contrasting topstitching details. front zip closure.,25.99,USD,jackets,woman,autumn,cotton,india,39556.78,cheap,90,1,-0.8146879043032608,1.4897721306340999,1,"Promotion Hits (Low Price, High Volume)"
155050,aisle,yes,clothing,yes,1305,zara,https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html,bouclé textured jacket,cropped jacket made with wool blend fabric. high collar and long sleeves with elastic cuffs. front patch pockets with flaps. elastic hem. front snap button closure.,77.99,USD,jackets,man,winter,polyester,morocco,101776.95,premium,70,1,2.9082841475516648,1.3992206630588004,2,"Premium Products (High Price, High Revenue)"
194410,end-cap,no,clothing,no,840,zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html,suit jacket in 100% linen,straight fit blazer made of linen. notched lapel collar and long sleeves with buttoned cuffs. flap pockets at hip. interior pocket. back vents. front button closure.,49.99,USD,jackets,woman,spring,linen,bangladesh,41991.6,premium,23,0,0.3310174481145462,-0.9909138424350987,0,"Basic Products (Low Price, No Promo)"
141904,end-cap,no,clothing,no,997,zara,https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html,jacquard denim jacket,lapel collar jacket with long sleeves with buttoned cuffs. patch pockets with flaps at chest and side pockets at hip. front hidden button closure.,25.95,USD,jackets,woman,spring,denim,china,25872.149999999998,cheap,51,0,-1.0273006548399208,-0.6244902842554029,0,"Basic Products (Low Price, No Promo)"
124981,front of store,no,clothing,yes,857,zara,https://www.zara.com/us/en/padded-denim-jacket-p01538413.html,padded denim jacket,cropped jacket with lightly quilted interior. lapel collar and long sleeves. flap patch pockets at hip. washed effect. rib hems. front zip closure.,79.99,USD,jackets,woman,autumn,denim,bangladesh,68551.43,premium,27,0,2.1270534119507314,-0.727604108497695,2,"Premium Products (High Price, High Revenue)"
161909,aisle,no,clothing,no,982,zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,leather jacket,relaxed fit jacket in leather. spread collar and long sleeves with slit cuffs with button closure. patch pockets at hip. back vents. front button closure.,39.99,USD,jackets,woman,spring,wool blend,vietnam,39270.18,medium,49,0,-0.14913463899329268,-0.5581398689962012,0,"Basic Products (Low Price, No Promo)"
129152,end-cap,no,clothing,yes,970,zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,lightweight bomber jacket,lightweight jacket made of technical fabric. round neck and long sleeves. welt pockets at hip. interior pocket. rib trim. front zip closure.,19.95,USD,jackets,man,autumn,wool blend,spain,19351.5,cheap,48,0,-1.4056203887185548,-0.7835754405966922,0,"Basic Products (Low Price, No Promo)"
183243,front of store,yes,clothing,no,1453,zara,https://www.zara.com/us/en/suit-jacket-p04303266.html,suit jacket,straight fit jacket made of dense stretch fabric. notched lapel collar and long sleeves with buttoned cuffs. welt pocket at chest and flap pockets at hip. interior pocket. back vents. front button closure.,39.99,USD,jackets,woman,autumn,polyester,brazil,58105.47,medium,84,1,0.2396088198255081,1.4626371629168025,1,"Promotion Hits (Low Price, High Volume)"
198248,front of store,no,clothing,no,870,zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,faux leather bomber jacket,jacket made of faux leather fabric. high collar and long sleeves. welt pockets at hip and interior pocket. rib trim. front zip closure.,22.99,USD,jackets,man,autumn,polyester,india,20001.3,cheap,30,0,-1.2432048049640887,-1.0913100662957707,0,"Basic Products (Low Price, No Promo)"
191230,end-cap,yes,clothing,no,1533,zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,patch bomber jacket,varsity jacket made of faux suede fabric. double welt pockets at hip and interior pocket. front and back contrasting patch appliqués and embroidery. rib trim. front snap button closure.,21.99,USD,jackets,woman,autumn,cotton,cambodia,33710.67,cheap,91,1,-1.1304676998281105,1.4639990941325747,1,"Promotion Hits (Low Price, High Volume)"
187234,front of store,no,clothing,yes,807,zara,https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html,stretch pocket overshirt,overshirt made of stretchy fabric. lapel collar and long sleeves with snap buttoned cuffs. chest patch pockets. front snap button closure.,49.99,USD,jackets,woman,spring,cotton,india,40341.93,premium,16,0,0.2915068556035846,-1.1138699882312315,0,"Basic Products (Low Price, No Promo)"
148888,front of store,yes,clothing,yes,1604,zara,https://www.zara.com/us/en/rib-collar-jacket-p08281410.html,rib collar jacket,jacket made of technical fabric with padded interior. tonal elastic rib high collar. long sleeves. welt pockets at hip and interior pocket. interior elastic finish. front zip closure.,24.95,USD,jackets,woman,autumn,wool blend,bangladesh,40019.799999999996,cheap,95,1,-0.8750750751141961,1.7455324478175671,1,"Promotion Hits (Low Price, High Volume)"
110805,front of store,yes,clothing,yes,1255,zara,https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html,faux leather oversized jacket limited edition,oversized jacket. notched lapel collar and long sleeves. flap pockets at hip and interior pocket. front button closure.,21.99,USD,jackets,man,autumn,viscose,china,27597.449999999997,cheap,65,1,-1.20844146825493,0.5140571525837475,1,"Promotion Hits (Low Price, High Volume)"
179801,front of store,yes,clothing,yes,1268,zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,contrasting patches bomber jacket,varsity jacket with elastic collar and long sleeves. welt pockets at hip and interior pocket. embroidered appliqué and contrast front and back patches. rib trim. front snap button closure.,22.99,USD,jackets,man,autumn,cotton,china,29151.32,cheap,67,1,-1.1303329263042305,0.5637222127666852,1,"Promotion Hits (Low Price, High Volume)"
134927,aisle,no,clothing,yes,1047,zara,https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html,patch bomber jacket,varsity jacket with padded interior. rib elastic collar and long sleeves in contrast faux leather. double welt pockets at hip and interior pocket. contrasting patch appliqués at front and back. rib trim. front snap button closure.,24.0,USD,jackets,woman,winter,viscose,bangladesh,25128.0,cheap,55,0,-1.0918848870273992,-0.3777676989476959,0,"Basic Products (Low Price, No Promo)"
123150,end-cap,no,clothing,yes,744,zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,cropped bomber jacket limited edition,jacket with lightly padded interior. rib collar and long sleeves. flap pockets at waist. rib trim. front asymmetric zip closure.,49.99,USD,jackets,man,autumn,polyester,spain,37192.560000000005,premium,7,0,0.2222290580319744,-1.379802244011667,0,"Basic Products (Low Price, No Promo)"
159145,end-cap,yes,clothing,yes,1744,zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html,faux leather puffer jacket,faux leather jacket with padded interior. lapel collar and long sleeves with snap buttoned cuffs. welt pockets at hip and interior pocket. elastic hem. front zip hidden by a snap button flap.,32.99,USD,jackets,woman,winter,wool,turkey,57534.560000000005,medium,99,1,-0.09877261727111011,2.401791986369328,1,"Promotion Hits (Low Price, High Volume)"
172364,aisle,yes,clothing,yes,1447,zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html,faux leather bomber jacket,jacket made of faux leather fabric. rib elastic collar and long sleeves. zip pockets with flaps at hip. interior pocket. elastic hem. front zip closure.,31.99,USD,jackets,woman,autumn,viscose,india,46289.53,medium,83,1,-0.3811218289970445,1.336456440764284,1,"Promotion Hits (Low Price, High Volume)"
178281,end-cap,no,clothing,no,911,zara,https://www.zara.com/us/en/bomber-jacket-p06318502.html,bomber jacket,varsity jacket. high collar and long sleeves. welt pockets at hip and interior pocket. rib trim. front snap button closure.,39.99,USD,jackets,woman,spring,polyester,vietnam,36430.89,medium,38,0,-0.2064706633890004,-0.8134252711978756,0,"Basic Products (Low Price, No Promo)"
194339,end-cap,yes,clothing,no,1575,zara,https://www.zara.com/us/en/faux-suede-jacket-p08281652.html,faux suede jacket,lapel collar jacket with long sleeves with buttoned cuffs. flap pockets at chest and welt pockets at hip. front button closure.,16.99,USD,jackets,woman,autumn,viscose,cambodia,26759.249999999996,cheap,93,1,-1.5302722509863997,1.5196536912977494,1,"Promotion Hits (Low Price, High Volume)"
174412,aisle,yes,clothing,no,1440,zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,faux suede bomber jacket,jacket made of faux suede fabric. rib elastic collar and long sleeves. welt pockets at hip. rib trim. front zip closure.,16.99,USD,jackets,woman,spring,viscose,spain,24465.6,cheap,82,1,-1.5562825154126052,1.0654383974449706,1,"Promotion Hits (Low Price, High Volume)"
114877,aisle,no,clothing,yes,942,zara,https://www.zara.com/us/en/suede-jacket-p02521102.html,suede jacket,jacket made of suede. cropped length. lapel collar and long sleeves. front hidden in-seam pockets. front zip closure.,39.99,USD,jackets,woman,spring,polyester,vietnam,37670.58,medium,43,0,-0.18204697050077642,-0.7079683046109965,0,"Basic Products (Low Price, No Promo)"
140727,end-cap,no,clothing,no,972,zara,https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html,contrasting collar jacket,jacket with lightly padded interior. contrasting lapel collar. long sleeves with buttoned cuffs. washed effect. double welt pockets at chest and hip. front zip closure.,21.99,USD,jackets,woman,winter,viscose,bangladesh,21374.28,cheap,48,0,-1.2395851370001094,-0.6305712697100916,0,"Basic Products (Low Price, No Promo)"
133109,front of store,no,clothing,yes,860,zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,textured jacket,jacket made of textured fabric. lapel collar and long sleeves with buttoned cuffs. patch pockets at chest and hidden pockets at hip. side vents at hem. front button closure.,45.99,USD,jackets,woman,spring,cotton,bangladesh,39551.4,medium,27,0,0.11332155020891632,-0.948898845914314,0,"Basic Products (Low Price, No Promo)"
127296,aisle,no,clothing,no,709,zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,cropped textured jacket,jacket made of dense cotton fabric cut on the bias. lapel collar and long sleeves with buttoned cuffs. welt pockets at hip and interior pocket. cropped length. front zip closure.,45.99,USD,jackets,man,spring,cotton,china,32606.91,medium,4,0,-0.044145210420486886,-1.5533391494690347,0,"Basic Products (Low Price, No Promo)"
133757,aisle,no,clothing,yes,663,zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,pocket puffer jacket,quilted jacket made of technical fabric. high collar and long sleeves. flap pocket at chest and hidden in-seam pockets at side hip. interior pocket. interior elastic hem. cropped length. front zip closure.,98.95000000000002,USD,jackets,woman,autumn,wool,spain,65603.85,premium,1,0,2.748663389405129,-1.4303948388857965,2,"Premium Products (High Price, High Revenue)"
111760,end-cap,no,clothing,no,876,zara,https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html,technical jacket with pockets,jacket made of technical fabric with quilted interior. lapel collar and long sleeves. flap patch pockets at hip. rib trim. front button closure.,22.99,USD,jackets,man,spring,wool blend,argentina,20139.239999999998,cheap,31,0,-1.2560016890096508,-1.097582136363103,0,"Basic Products (Low Price, No Promo)"
198375,end-cap,yes,clothing,yes,1284,zara,https://www.zara.com/us/en/faux-leather-jacket-p08281345.html,faux leather jacket,jacket made of faux leather fabric. lapel collar and long sleeves with snap buttoned cuffs. welt pockets at hip. front snap button closure.,19.99,USD,jackets,woman,spring,polyester,turkey,25667.159999999996,cheap,68,1,-1.353543889247341,0.6142955693296915,1,"Promotion Hits (Low Price, High Volume)"
168837,aisle,no,clothing,no,871,zara,https://www.zara.com/us/en/faux-suede-jacket-p03548689.html,faux suede jacket,lapel collar jacket with long sleeves with buttoned cuffs. flap pockets at chest and welt pockets at hip. front button closure.,22.99,USD,jackets,man,autumn,polyester,argentina,20024.289999999997,cheap,30,0,-1.2429431801397663,-1.0881492650889304,0,"Basic Products (Low Price, No Promo)"
138505,front of store,yes,clothing,yes,1330,zara,https://www.zara.com/us/en/ripped-denim-jacket-p01538470.html,ripped denim jacket,denim jacket with lapel collar and long sleeves with buttoned cuffs. flap pockets at chest and welt pockets at hip. all over washed effect and rips. front button closure.,43.95,USD,jackets,woman,autumn,cotton,morocco,58453.50000000001,medium,72,1,0.4397510720330499,1.096971645896962,1,"Promotion Hits (Low Price, High Volume)"
116228,end-cap,no,clothing,no,880,zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,textured pocket jacket,jacket with lightly padded interior. lapel collar and long sleeves with buttoned cuffs. flap pockets at chest and welt pockets at hip. front button closure.,74.99,USD,jackets,woman,winter,polyester,india,65991.2,premium,32,0,1.9015605483001516,-0.6088839713527906,2,"Premium Products (High Price, High Revenue)"
167592,front of store,no,clothing,no,815,zara,https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html,faux suede patch jacket,varsity jacket made of faux suede fabric. lapel collar and long sleeves. double welt pockets at hip and interior pocket. front contrasting patch appliqués and embroidery. rib trim. front snap button closure.,49.99,USD,jackets,woman,autumn,viscose,argentina,40741.85,premium,18,0,0.3126575390144992,-1.0437930534379514,0,"Basic Products (Low Price, No Promo)"
133100,end-cap,no,clothing,yes,851,zara,https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html,puffer jacket with pouch pocket,jacket made of technical fabric with padded interior. high collar with front zip closure and long sleeves with elastic strap cuffs. front and back contrast embroidered text. zip pockets at hip. adjustable elastic strap at hem with side zippers and strap.,39.95,USD,jackets,man,autumn,wool,india,33997.450000000004,medium,26,0,-0.24025006744385885,-1.0409784916756428,0,"Basic Products (Low Price, No Promo)"
119955,front of store,no,clothing,no,749,zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,bomber jacket,boxy bomber jacket. rib elastic collar and long sleeves. welt pockets at hip. elasticized trim. front zip closure.,59.99,USD,jackets,man,autumn,polyester,morocco,44932.51,premium,7,0,0.7842263116700655,-1.3207200929193983,0,"Basic Products (Low Price, No Promo)"
189349,end-cap,yes,clothing,no,1211,zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,textured weave overshirt,relaxed fit overshirt. lapel collar and long sleeves with buttoned cuffs. side hidden in-seam pockets. front button closure.,86.99,USD,jackets,woman,spring,cotton,bangladesh,105344.89,premium,63,1,3.326389218024809,1.1064447765530636,2,"Premium Products (High Price, High Revenue)"
127478,front of store,no,clothing,yes,899,zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,straight suit jacket,straight fit blazer. notched lapel collar and long sleeves with buttoned cuffs. flap pockets at hip. interior pocket. central back vent at hem. front button closure.,22.95,USD,jackets,woman,spring,cotton,cambodia,20632.05,cheap,36,0,-1.2378886013662496,-0.9572134004691248,0,"Basic Products (Low Price, No Promo)"
180661,front of store,no,clothing,no,908,zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,hooded quilted jacket,puffer jacket with high collar and adjustable hood. long sleeves with interior rib cuffs. welt pockets at hip and interior pocket. adjustable hem with side elastics. front zip hidden by a snap button flap.,17.95,USD,jackets,man,winter,wool blend,china,16298.599999999999,cheap,37,0,-1.5101767752253588,-0.9284309317112409,0,"Basic Products (Low Price, No Promo)"
186681,end-cap,no,clothing,no,895,zara,https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html,lightweight puffer jacket,padded jacket made of technical fabric. high collar and long sleeves. welt pockets at hip. elasticized trim. front zip closure.,29.0,USD,jackets,woman,autumn,acrylic,bangladesh,25955.0,medium,35,0,-0.8606566254597457,-0.8887698770095299,0,"Basic Products (Low Price, No Promo)"
133183,front of store,no,clothing,yes,785,zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,cotton blend bomber jacket,jacket made of cotton blend fabric. high collar and long sleeves. welt pockets at hip. rib trim. cropped length. front zip closure.,29.95,USD,jackets,woman,autumn,polyester,vietnam,23510.75,medium,12,0,-0.8599012719677855,-1.2497192115273759,0,"Basic Products (Low Price, No Promo)"
173508,aisle,no,clothing,no,735,zara,https://www.zara.com/us/en/pocket-jacket-p06318507.html,pocket jacket,jacket made of dense technical fabric. lapel collar and long sleeves with buttoned cuffs. multi-functional front pockets. front zip hidden by a snap button flap.,19.99,USD,jackets,man,autumn,viscose,turkey,14692.65,cheap,6,0,-1.442119302118299,-1.523337031384821,0,"Basic Products (Low Price, No Promo)"
187930,end-cap,no,clothing,no,980,zara,https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html,oversized bomber jacket,oversized jacket made of technical fabric. high collar and long sleeves with pocket detail. welt pockets at hip and interior pocket. rib trim. adjustable asymmetric hem with side zippers. front zip closure.,22.0,USD,jackets,woman,autumn,cotton,india,21560.0,cheap,49,0,-1.2606943221783686,-0.6692837135124157,0,"Basic Products (Low Price, No Promo)"
124088,end-cap,no,clothing,yes,964,zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,embroidered patch jacket,roomy jacket made of lightweight fabric. lapel collar and long sleeves with elastic cuffs. contrasting patch appliqués with embroidery at front and back. front pouch pocket. elastic hem. front zip closure.,35.95,USD,jackets,woman,autumn,viscose,bangladesh,34655.8,medium,47,0,-0.3986094004548837,-0.6166677757945646,0,"Basic Products (Low Price, No Promo)"
190238,front of store,no,clothing,yes,826,zara,https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html,acid wash denim jacket,jacket made of cotton denim. lapel collar and long sleeves with buttoned cuffs. patch pockets at chest and side pockets at hip. washed effect. front zip closure.,29.99,USD,jackets,man,spring,denim,spain,24771.739999999998,medium,20,0,-0.8637015412608171,-1.228959183014002,0,"Basic Products (Low Price, No Promo)"
163234,front of store,no,clothing,no,923,zara,https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html,textured denim jacket limited edition,lapel collar jacket with long sleeves with buttoned cuffs. flap pockets at chest and welt pockets at hip. all over washed and uneven textured effect. front button closure.,25.99,USD,jackets,woman,spring,denim,turkey,23988.769999999997,cheap,40,0,-1.0509998028877607,-0.861231117727335,0,"Basic Products (Low Price, No Promo)"
135610,aisle,yes,clothing,no,1297,zara,https://www.zara.com/us/en/wool-blend-jacket-p09621448.html,wool blend jacket,jacket made of wool blend fabric. lapel collar and long sleeves. welt pockets at hip and interior pocket. rib trim. front zip closure.,92.99,USD,jackets,man,winter,wool blend,vietnam,120608.03,premium,69,1,3.9831847959940494,1.5600448431208507,2,"Premium Products (High Price, High Revenue)"
117065,aisle,no,clothing,no,919,zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,cotton - linen blend jacket,jacket made of cotton and linen blend fabric. lapel collar and long sleeves with buttoned cuffs. patch pocket at chest and side pockets at hip. elastic hem. front zip closure.,49.95,USD,jackets,woman,spring,cotton,china,45904.05,premium,39,0,0.4119804406214987,-0.7172459973416103,0,"Basic Products (Low Price, No Promo)"
149315,end-cap,no,clothing,no,896,zara,https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html,fleece bomber jacket,jacket made of faux shearling fabric. rib elastic collar and long sleeves. welt pockets at hip and interior pocket. rib trim. front zip closure.,19.99,USD,jackets,woman,autumn,cotton,cambodia,17911.039999999997,cheap,35,0,-1.401101428048942,-0.946115446749414,0,"Basic Products (Low Price, No Promo)"
149510,aisle,no,clothing,no,815,zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,zippered jacket,lapel collar jacket with long sleeves. front pouch pockets. front zip closure.,29.95,USD,jackets,woman,autumn,viscose,india,24409.25,medium,18,0,-0.8435313085668152,-1.1454397751188745,0,"Basic Products (Low Price, No Promo)"
137990,aisle,yes,clothing,yes,1226,zara,https://www.zara.com/us/en/cotton-jacket-p00706301.html,cotton jacket,lapel collar jacket with long sleeves with elastic cuffs. patch pockets at hip. elastic hem. front snap button closure.,41.95,USD,jackets,man,autumn,polyester,turkey,51430.700000000004,medium,64,1,0.1883264292368763,0.6338662423444086,1,"Promotion Hits (Low Price, High Volume)"
154016,end-cap,no,clothing,yes,1012,zara,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html,wool blend textured jacket,jacket made of wool blend fabric. pointed lapel collar and long sleeves with buttoned cuffs. welt pockets at chest and flap pockets at hip. interior pocket. back vents. front double breasted button closure.,53.0,USD,jackets,woman,winter,wool,china,53636.0,premium,52,0,0.7563146067703816,-0.25159035198411384,2,"Premium Products (High Price, High Revenue)"
117751,aisle,no,clothing,yes,784,zara,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html,contrast jacquard jacket,full cut jacket with lapel collar and long sleeves. front button closure.,15.0,USD,jackets,man,spring,viscose,turkey,11760.0,cheap,12,0,-1.73271949408963,-1.4326507829498922,0,"Basic Products (Low Price, No Promo)"
